	Acute Myeloid Leukemia	Adenosquamous Carcinoma of the Pancreas	Adrenocortical Carcinoma	Ampullary Carcinoma	Anaplastic Thyroid Cancer	B-Lymphoblastic Leukemia/Lymphoma	Bladder Squamous Cell Carcinoma	Bladder Urothelial Carcinoma	Breast Ductal Carcinoma In Situ	Breast Neoplasm, NOS	CIC-DUX4 Sarcoma	Cervical Adenocarcinoma	Cervical Squamous Cell Carcinoma	Chondrosarcoma	Colorectal Adenocarcinoma	Cutaneous Squamous Cell Carcinoma	Diffuse Glioma	Embryonal Tumor	Endometrial Carcinoma	Epithelioid Sarcoma	Esophageal Squamous Cell Carcinoma	Esophagogastric Adenocarcinoma	Ewing Sarcoma	Fibrosarcoma	Gestational Trophoblastic Disease	Glassy Cell Carcinoma of the Cervix	Head and Neck Carcinoma, Other	Head and Neck Squamous Cell Carcinoma	Hepatoblastoma	Hepatocellular Carcinoma	Hepatocellular Carcinoma plus Intrahepatic Cholangiocarcinoma	Hodgkin Lymphoma	Intracholecystic Papillary Neoplasm	Intraductal Papillary Neoplasm of the Bile Duct	Invasive Breast Carcinoma	Leiomyosarcoma	Liposarcoma	Lung Neuroendocrine Tumor	Mature B-Cell Neoplasms	Mature T and NK Neoplasms	Medullary Thyroid Cancer	Melanoma	Meningothelial Tumor	Merkel Cell Carcinoma	Mixed Cervical Carcinoma	Mucosal Melanoma of the Vulva/Vagina	Myelodysplastic Syndromes	Myeloproliferative Neoplasms	Nerve Sheath Tumor	Neuroblastoma	Non-Cancerous	Non-Hodgkin Lymphoma	Non-Seminomatous Germ Cell Tumor	Non-Small Cell Lung Cancer	Ocular Melanoma	Osteosarcoma	Ovarian Cancer, Other	Ovarian Epithelial Tumor	Ovarian Germ Cell Tumor	Pancreatic Adenocarcinoma	Pancreatic Neuroendocrine Tumor	Pleural Mesothelioma	Poorly Differentiated Thyroid Cancer	Prostate Adenocarcinoma	Prostate Small Cell Carcinoma	Renal Cell Carcinoma	Retinoblastoma	Rhabdoid Cancer	Rhabdomyosarcoma	SMARCA4-deficient undifferentiated tumor	Sarcoma, NOS	Small Bowel Cancer	Squamous Cell Carcinoma of the Vulva/Vagina	Synovial Sarcoma	T-Lymphoblastic Leukemia/Lymphoma	Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma	Urethral Cancer	Uterine Sarcoma/Mesenchymal	Well-Differentiated Thyroid Cancer
ZNF790	0.650159	0.653325	0.646816	0.664264	0.656275	0.651439	0.690046	0.658	0.648278	0.644283	0.646466	0.677668	0.661614	0.650535	0.66887	0.672187	0.65272	0.655316	0.656419	0.658783	0.674405	0.665751	0.651373	0.690887	0.664967	0.645636	0.665548	0.674221	0.669908	0.65506	0.64571	0.675313	0.665181	0.661843	0.658888	0.651322	0.659439	0.65292	0.660788	0.666467	0.654198	0.661259	0.6587	0.655595	0.649109	0.650629	0.673091	0.654839	0.65399	0.651192	0.657683	0.667394	0.664885	0.656431	0.659501	0.663959	0.693147	0.658955	0.651968	0.66074	0.665752	0.658209	0.652175	0.652985	0.630192	0.661062	0.660378	0.65165	0.650574	0.648744	0.657929	0.690887	0.683879	0.651071	0.652628	0.670782	0.650048	0.656145	0.655895
TEAD4	0.67394	0.653038	0.647814	0.657136	0.661895	0.667976	0.659362	0.653954	0.656417	0.651445	0.659275	0.655817	0.653868	0.655062	0.654309	0.663072	0.659495	0.657282	0.654132	0.65746	0.655363	0.656311	0.654572	0.650399	0.643502	0.663379	0.661832	0.660293	0.647135	0.65561	0.653634	0.686987	0.653681	0.658579	0.655929	0.661888	0.661531	0.660712	0.679584	0.680975	0.689959	0.657324	0.652131	0.655033	0.65406	0.665515	0.690863	0.666162	0.657532	0.659698	0.660511	0.686418	0.653926	0.654712	0.658373	0.65566	0.662177	0.654447	0.648256	0.656817	0.660654	0.653653	0.661265	0.65819	0.667781	0.656391	0.653796	0.652655	0.651048	0.648396	0.664414	0.645655	0.684302	0.652539	0.683273	0.662723	0.649445	0.652149	0.655489
HES5	0.682138	0.677108	0.693147	0.681898	0.684173	0.683927	0.668442	0.647423	0.645166	0.693147	0.693147	0.634211	0.641796	0.687358	0.664848	0.67673	0.684941	0.687935	0.667951	0.693147	0.623986	0.646634	0.690988	0.693147	0.687309	0.669766	0.68858	0.609219	0.68671	0.685393	0.693147	0.641589	0.674835	0.66347	0.657398	0.687309	0.693147	0.606561	0.672772	0.664902	0.675344	0.689696	0.693147	0.680498	0.422474	0.693147	0.64467	0.677351	0.693147	0.687952	0.673088	0.691409	0.622214	0.6652	0.691569	0.686483	0.684865	0.67267	0.657431	0.668227	0.693147	0.681602	0.684865	0.67574	0.693147	0.69279	0.693147	0.690521	0.690335	0.674693	0.684865	0.669766	0.65975	0.426037	0.622995	0.584418	0.690659	0.68679	0.693147
ZNF677	0.66617	0.688562	0.643249	0.692657	0.654643	0.676841	0.693147	0.665303	0.680209	0.693147	0.620885	0.692746	0.692904	0.625414	0.687243	0.693147	0.640908	0.647435	0.661313	0.645314	0.683289	0.687455	0.635948	0.691828	0.638274	0.625785	0.673108	0.688892	0.662782	0.677716	0.630456	0.686114	0.674507	0.67736	0.660527	0.6406	0.641042	0.657183	0.688331	0.679638	0.623449	0.662122	0.670266	0.636736	0.693147	0.693147	0.647509	0.663281	0.629575	0.627809	0.63969	0.691381	0.628002	0.660196	0.644	0.652762	0.69265	0.656712	0.632388	0.676824	0.69265	0.659651	0.632992	0.621659	0.619016	0.679946	0.639798	0.666841	0.639666	0.656479	0.650269	0.691089	0.693147	0.649204	0.681493	0.647448	0.649692	0.655307	0.656416
ZNF823	0.659533	0.662425	0.647748	0.663438	0.665691	0.659942	0.664996	0.653755	0.650033	0.653486	0.64826	0.662137	0.661081	0.665136	0.652234	0.660158	0.660542	0.659736	0.654172	0.644868	0.66184	0.654634	0.657284	0.676431	0.64603	0.669515	0.663797	0.663361	0.655532	0.659209	0.656144	0.681052	0.663448	0.657957	0.655925	0.653854	0.660295	0.655719	0.663743	0.670454	0.668964	0.66799	0.661521	0.659486	0.647896	0.672388	0.653977	0.658529	0.660885	0.65527	0.662647	0.664966	0.648368	0.661018	0.66657	0.660308	0.656002	0.657395	0.654102	0.657884	0.662169	0.660173	0.670252	0.652392	0.654516	0.655392	0.654418	0.654993	0.65826	0.656523	0.655343	0.655791	0.678198	0.656761	0.660287	0.663973	0.646702	0.655325	0.66371
ZNF311	0.652509	0.648644	0.686609	0.657903	0.645032	0.666832	0.639694	0.653287	0.673124	0.689509	0.674129	0.645756	0.63504	0.649055	0.650176	0.651566	0.654002	0.673605	0.674303	0.655661	0.652373	0.674575	0.665907	0.659611	0.688766	0.602358	0.685939	0.649367	0.691171	0.672459	0.6624	0.692497	0.652801	0.654049	0.657464	0.626022	0.664843	0.66864	0.680367	0.664709	0.691153	0.649051	0.670266	0.646296	0.65068	0.646515	0.651622	0.637062	0.650749	0.684427	0.652846	0.669747	0.65766	0.661185	0.669098	0.660294	0.606645	0.65756	0.616557	0.648253	0.632393	0.648151	0.6177	0.663804	0.691153	0.650037	0.689168	0.690222	0.687902	0.669703	0.691153	0.691153	0.676454	0.676468	0.689296	0.65255	0.645935	0.665128	0.660125
ZNF347	0.669188	0.663391	0.644814	0.691007	0.654372	0.651807	0.687281	0.651456	0.657519	0.644379	0.63173	0.687097	0.679101	0.636657	0.67591	0.678807	0.645891	0.657744	0.65298	0.645014	0.68366	0.671999	0.654154	0.692092	0.650492	0.659323	0.669352	0.686141	0.655103	0.66958	0.647279	0.684166	0.668668	0.668292	0.655182	0.63929	0.659883	0.644798	0.667422	0.667737	0.658676	0.663	0.6577	0.651711	0.692578	0.660768	0.680842	0.665276	0.646778	0.652263	0.657199	0.681178	0.659535	0.655652	0.654576	0.655032	0.657069	0.65563	0.638492	0.665575	0.658836	0.652298	0.650253	0.648062	0.634341	0.659476	0.635967	0.649082	0.648746	0.648094	0.647924	0.692578	0.693147	0.656705	0.653169	0.661758	0.639246	0.653479	0.660226
ZNF71	0.655898	0.675156	0.653897	0.678529	0.656575	0.647465	0.67727	0.6621	0.653403	0.657554	0.647222	0.675462	0.669493	0.646595	0.66882	0.684473	0.648851	0.655252	0.652089	0.654943	0.679126	0.677552	0.642344	0.686583	0.662379	0.657898	0.661874	0.678451	0.657061	0.651739	0.693147	0.675983	0.672474	0.667835	0.655428	0.649935	0.656944	0.637315	0.660478	0.665206	0.647545	0.659962	0.65747	0.664712	0.65345	0.660485	0.667053	0.653919	0.662327	0.641356	0.654411	0.65802	0.658902	0.654118	0.659027	0.657407	0.693147	0.656117	0.650579	0.674222	0.692601	0.654362	0.651961	0.646066	0.632148	0.657197	0.645206	0.645265	0.643604	0.643098	0.643828	0.692601	0.686295	0.648524	0.645782	0.663174	0.653927	0.64914	0.649962
ZNF121	0.652483	0.651471	0.659793	0.660718	0.664569	0.657084	0.664523	0.66009	0.658129	0.656581	0.655416	0.662869	0.662036	0.663444	0.656505	0.665801	0.663469	0.657521	0.65475	0.661307	0.657698	0.657691	0.659008	0.657136	0.663299	0.664346	0.6557	0.662776	0.667863	0.662614	0.662059	0.655289	0.664718	0.659839	0.659526	0.658414	0.665643	0.650751	0.655511	0.651727	0.655856	0.660737	0.661845	0.66187	0.652944	0.662141	0.67505	0.650283	0.668243	0.653441	0.668231	0.655078	0.648978	0.658189	0.663805	0.661485	0.666236	0.659942	0.658315	0.658646	0.650879	0.660298	0.667896	0.653613	0.650808	0.661491	0.653582	0.656483	0.664263	0.660145	0.645829	0.648533	0.665162	0.667992	0.653085	0.662632	0.655564	0.656716	0.663891
ZNF335	0.657791	0.655647	0.656861	0.662603	0.657771	0.65631	0.663602	0.657171	0.656763	0.666867	0.651895	0.66372	0.661175	0.657516	0.65911	0.663056	0.656659	0.661642	0.658348	0.659615	0.65803	0.65834	0.655358	0.655034	0.660959	0.661824	0.671623	0.661006	0.660338	0.655448	0.665638	0.652936	0.662326	0.663527	0.657721	0.657583	0.665087	0.654486	0.654661	0.655729	0.653768	0.657383	0.660162	0.665244	0.662123	0.664025	0.657824	0.658457	0.661572	0.660981	0.660772	0.652563	0.661975	0.656581	0.664452	0.660695	0.661267	0.659096	0.666562	0.659172	0.664295	0.661321	0.653267	0.655449	0.65089	0.659167	0.665191	0.654323	0.659686	0.653342	0.653154	0.651359	0.672002	0.661714	0.653005	0.659673	0.657056	0.656836	0.658681
ZNF560	0.654004	0.690993	0.693147	0.693147	0.639564	0.690836	0.693147	0.688029	0.688195	0.689185	0.693147	0.64495	0.69239	0.599215	0.689411	0.693147	0.679097	0.643458	0.686107	0.693147	0.685698	0.69146	0.607778	0.674317	0.688105	0.693147	0.693147	0.689744	0.690983	0.636629	0.693147	0.692439	0.689856	0.677811	0.668584	0.544119	0.603516	0.660578	0.676263	0.687193	0.63785	0.627749	0.69054	0.615764	0.693147	0.673189	0.693147	0.665129	0.576317	0.601215	0.644718	0.691978	0.538232	0.651814	0.609196	0.631679	0.693147	0.67534	0.693147	0.691602	0.693147	0.6486	0.689185	0.654725	0.680391	0.691568	0.570856	0.687846	0.663451	0.63563	0.676652	0.690983	0.693147	0.644052	0.691551	0.594251	0.690081	0.691978	0.676135
ZNF273	0.655053	0.660272	0.647105	0.664205	0.668205	0.648165	0.66991	0.659769	0.65951	0.645807	0.666251	0.666843	0.661611	0.657591	0.660279	0.663742	0.658812	0.657295	0.6592	0.648147	0.661991	0.661004	0.651108	0.673844	0.657536	0.658881	0.664599	0.666165	0.662756	0.66243	0.655606	0.655678	0.665828	0.664291	0.662469	0.659834	0.666453	0.648161	0.6553	0.654517	0.662012	0.665575	0.669887	0.655883	0.653772	0.666958	0.646379	0.653032	0.661602	0.653484	0.670513	0.660258	0.641506	0.661598	0.662332	0.662041	0.653084	0.661867	0.650526	0.664035	0.658609	0.66057	0.678479	0.657533	0.645535	0.663391	0.645224	0.661165	0.652903	0.651752	0.658636	0.664436	0.672734	0.65997	0.648418	0.669239	0.658446	0.654737	0.663262
ZNF84	0.658437	0.659364	0.65495	0.663997	0.660737	0.655169	0.665278	0.659613	0.657126	0.650146	0.658815	0.66347	0.659355	0.658856	0.661276	0.662574	0.659099	0.65783	0.659657	0.65585	0.663045	0.661929	0.651574	0.660279	0.668308	0.656014	0.654436	0.665178	0.661755	0.658486	0.6563	0.666403	0.66449	0.662677	0.659059	0.660238	0.662696	0.649814	0.659958	0.66617	0.654073	0.66091	0.661756	0.661386	0.661104	0.655071	0.663536	0.658393	0.662182	0.652752	0.661041	0.666579	0.65171	0.659076	0.659791	0.662143	0.657273	0.660298	0.658714	0.662035	0.657072	0.659246	0.65684	0.658122	0.647232	0.657838	0.652512	0.655265	0.656463	0.653389	0.662834	0.651567	0.668443	0.658394	0.657238	0.664734	0.658938	0.658656	0.661609
ZNF667	0.657109	0.69	0.620711	0.692928	0.642948	0.670771	0.693147	0.677438	0.680412	0.693147	0.624442	0.692968	0.680232	0.622309	0.689546	0.692968	0.638988	0.644002	0.658211	0.630301	0.688836	0.691016	0.630215	0.692378	0.690626	0.693147	0.618767	0.689105	0.673007	0.674813	0.693147	0.692289	0.681986	0.672243	0.664373	0.627823	0.652698	0.643392	0.681603	0.680227	0.627844	0.669242	0.662209	0.658154	0.692378	0.661275	0.683252	0.645338	0.63997	0.623927	0.652222	0.69238	0.625227	0.66468	0.636344	0.650217	0.693147	0.652061	0.618479	0.690788	0.692378	0.655593	0.616554	0.629276	0.6115	0.677019	0.620284	0.617459	0.628908	0.643348	0.654567	0.692378	0.693147	0.644061	0.673828	0.666104	0.693147	0.690235	0.658944
ZBTB14	0.657721	0.660121	0.662967	0.662021	0.660855	0.654157	0.665199	0.657942	0.660203	0.651189	0.650013	0.660993	0.659501	0.655793	0.660324	0.662532	0.65821	0.661958	0.660438	0.663958	0.65923	0.661177	0.657476	0.66057	0.663294	0.65273	0.662476	0.664501	0.664394	0.660224	0.656616	0.658541	0.659476	0.661029	0.661125	0.656845	0.663137	0.651987	0.65665	0.657924	0.653105	0.65976	0.661519	0.656329	0.656831	0.661873	0.661764	0.660296	0.65762	0.658597	0.661768	0.654431	0.661861	0.659006	0.660155	0.65893	0.652122	0.660018	0.655689	0.66052	0.65335	0.662187	0.661487	0.658887	0.647166	0.660782	0.656793	0.657608	0.66045	0.655058	0.664404	0.656076	0.684028	0.658572	0.652743	0.662047	0.657355	0.660605	0.66048
ZNF649	0.657843	0.658943	0.674653	0.669936	0.660062	0.655688	0.681444	0.659495	0.647913	0.656996	0.650955	0.679126	0.667509	0.647454	0.664162	0.664011	0.656817	0.656972	0.653263	0.661471	0.666118	0.669082	0.651681	0.658762	0.673204	0.645706	0.65592	0.671238	0.653305	0.659114	0.675281	0.672195	0.666641	0.663994	0.655707	0.667882	0.660044	0.649674	0.670145	0.670406	0.64589	0.657704	0.658368	0.651131	0.660144	0.652781	0.652623	0.657249	0.653985	0.651847	0.659932	0.674356	0.647569	0.659906	0.652622	0.657055	0.693147	0.65864	0.641385	0.661887	0.643539	0.656419	0.666583	0.642324	0.6485	0.670281	0.637433	0.654015	0.647503	0.665252	0.650885	0.655283	0.687241	0.654424	0.665004	0.65925	0.651398	0.659221	0.66353
ZNF248	0.658133	0.660956	0.655767	0.664394	0.661426	0.657927	0.668076	0.661666	0.660156	0.662585	0.645208	0.660144	0.663094	0.654814	0.660925	0.662304	0.659884	0.658568	0.657953	0.663459	0.66263	0.663602	0.65654	0.664885	0.669211	0.672702	0.65564	0.667947	0.660287	0.657278	0.646813	0.658981	0.664983	0.663794	0.661655	0.652029	0.66268	0.653142	0.657918	0.659664	0.648992	0.663743	0.662272	0.65943	0.659492	0.671675	0.655712	0.658045	0.666757	0.651003	0.662313	0.661843	0.663573	0.660905	0.665408	0.659379	0.65902	0.658467	0.653677	0.664207	0.653222	0.659942	0.658452	0.647723	0.644772	0.655135	0.646767	0.654051	0.654558	0.651286	0.672209	0.639661	0.672702	0.656934	0.656086	0.663609	0.659787	0.657315	0.66373
ZNF544	0.661643	0.657425	0.650663	0.670278	0.657457	0.66007	0.659613	0.657966	0.655045	0.648121	0.653496	0.653433	0.654434	0.657416	0.662053	0.666035	0.663125	0.657447	0.657779	0.662204	0.659355	0.660108	0.666642	0.657464	0.657785	0.64831	0.65675	0.659866	0.660029	0.659565	0.691713	0.665235	0.656448	0.66318	0.657727	0.656328	0.662239	0.651717	0.657763	0.661329	0.655451	0.661511	0.654416	0.65499	0.650675	0.657206	0.658791	0.659435	0.664308	0.668261	0.659558	0.670112	0.655394	0.656311	0.660992	0.659356	0.692723	0.660401	0.656383	0.661303	0.652447	0.652855	0.653619	0.654496	0.651305	0.66436	0.652937	0.657455	0.659562	0.659899	0.656314	0.651062	0.67334	0.66807	0.659475	0.656994	0.657403	0.657914	0.657743
ZNF770	0.661048	0.659064	0.655034	0.658358	0.660613	0.657791	0.659929	0.658822	0.661493	0.654578	0.656805	0.657414	0.659507	0.651805	0.659656	0.655985	0.659343	0.658808	0.659682	0.67296	0.657391	0.660009	0.657236	0.657948	0.65821	0.648815	0.666529	0.661096	0.664681	0.660818	0.656361	0.660957	0.659779	0.660311	0.661722	0.654011	0.661777	0.65538	0.658952	0.660455	0.659858	0.661152	0.65717	0.657589	0.655958	0.668964	0.658201	0.659272	0.656992	0.65621	0.660803	0.663268	0.66298	0.659716	0.661755	0.65867	0.64829	0.660633	0.651906	0.661415	0.654975	0.657473	0.655114	0.656114	0.660905	0.662546	0.654759	0.651989	0.65854	0.656723	0.660573	0.658742	0.683349	0.660482	0.660109	0.664347	0.656847	0.661123	0.661461
ZNF251	0.658026	0.655149	0.6639	0.669613	0.659549	0.655243	0.668404	0.658997	0.655568	0.659399	0.651579	0.664203	0.660625	0.655351	0.660719	0.662546	0.657563	0.659135	0.658264	0.656234	0.659554	0.660342	0.653612	0.666938	0.670381	0.662731	0.649196	0.660883	0.660152	0.659318	0.655335	0.661251	0.666225	0.663516	0.656192	0.659323	0.659617	0.654229	0.659137	0.658841	0.651415	0.661031	0.655204	0.660354	0.665594	0.663445	0.650738	0.656698	0.662781	0.657694	0.658321	0.66104	0.658768	0.659091	0.658975	0.657938	0.664987	0.657897	0.658093	0.661814	0.665286	0.657729	0.655286	0.657649	0.639393	0.659068	0.655075	0.655371	0.659146	0.657852	0.665429	0.656648	0.675843	0.656605	0.656925	0.661757	0.65821	0.657057	0.65971
TFDP1	0.656043	0.660051	0.664002	0.658933	0.662281	0.659918	0.661001	0.657293	0.659377	0.651048	0.655511	0.659083	0.659085	0.658456	0.657063	0.657799	0.658543	0.659707	0.659248	0.658561	0.658637	0.658782	0.656742	0.655051	0.658752	0.652927	0.663415	0.659885	0.660584	0.659503	0.656528	0.657213	0.658575	0.660532	0.659394	0.660409	0.660179	0.654074	0.657119	0.657758	0.661935	0.659534	0.657162	0.656503	0.65375	0.665914	0.659355	0.657879	0.661845	0.659011	0.658568	0.655598	0.66683	0.658413	0.663596	0.656919	0.66254	0.659965	0.658569	0.659091	0.666857	0.658724	0.666725	0.658813	0.653455	0.661553	0.652805	0.658092	0.659032	0.658557	0.660517	0.658612	0.67196	0.658882	0.662305	0.660579	0.656868	0.659086	0.658845
ZNF607	0.660772	0.65523	0.650084	0.668295	0.668041	0.652911	0.679395	0.656881	0.648947	0.650362	0.648285	0.659281	0.662087	0.653262	0.662009	0.684401	0.65999	0.654856	0.652313	0.65611	0.665966	0.660504	0.649274	0.687727	0.656212	0.660236	0.655585	0.674463	0.658272	0.66773	0.655444	0.679933	0.664386	0.665436	0.655178	0.653066	0.664264	0.64269	0.660242	0.673403	0.648254	0.673281	0.671587	0.652483	0.655351	0.671706	0.672398	0.658309	0.662424	0.649186	0.664488	0.674653	0.648847	0.656551	0.663149	0.667024	0.685677	0.656782	0.643466	0.664249	0.654357	0.657297	0.652801	0.649204	0.630613	0.659473	0.64295	0.651567	0.649788	0.649037	0.653794	0.638681	0.681994	0.664376	0.656704	0.666499	0.654035	0.65842	0.665089
ZNF334	0.657659	0.649361	0.693147	0.677008	0.665553	0.692131	0.692694	0.665415	0.692161	0.693147	0.607627	0.69295	0.689087	0.635624	0.686938	0.692777	0.660125	0.644371	0.678131	0.675974	0.676324	0.675638	0.651154	0.693147	0.65838	0.645351	0.684526	0.685547	0.627897	0.67541	0.693147	0.683607	0.665751	0.664268	0.670153	0.655492	0.660414	0.611557	0.688937	0.692416	0.614917	0.66982	0.673262	0.629183	0.608862	0.693147	0.643872	0.67194	0.634162	0.627676	0.651062	0.692698	0.599484	0.670759	0.673788	0.661336	0.631027	0.661133	0.604425	0.657712	0.691585	0.646389	0.598835	0.665301	0.692302	0.660494	0.595	0.677128	0.645442	0.639805	0.672515	0.642047	0.693147	0.66619	0.692754	0.651318	0.685611	0.677797	0.654043
ZXDA	0.665019	0.65906	0.613957	0.661475	0.661304	0.669518	0.68259	0.656798	0.656143	0.661163	0.687786	0.665472	0.661373	0.653485	0.660808	0.661968	0.65668	0.663184	0.659846	0.658918	0.664858	0.664512	0.654668	0.674494	0.660955	0.650658	0.669233	0.666015	0.692721	0.663516	0.643646	0.655047	0.658487	0.658484	0.661812	0.66579	0.660103	0.646775	0.663347	0.656026	0.642897	0.664825	0.664294	0.65806	0.647195	0.66283	0.662077	0.666103	0.663467	0.667173	0.661767	0.669273	0.651917	0.660586	0.661369	0.644669	0.648076	0.659843	0.657622	0.662619	0.634294	0.653156	0.663604	0.660561	0.624393	0.653427	0.666072	0.657309	0.669061	0.646187	0.65448	0.655052	0.685447	0.662839	0.650548	0.67382	0.654636	0.663509	0.661281
ZNF485	0.659022	0.654127	0.653051	0.662868	0.657386	0.65374	0.664638	0.662119	0.652773	0.654226	0.667175	0.660955	0.665655	0.659786	0.657005	0.664601	0.664667	0.655464	0.661217	0.66138	0.663946	0.656677	0.658088	0.651071	0.672928	0.659273	0.664159	0.66508	0.666988	0.659628	0.655988	0.661229	0.658886	0.661433	0.657332	0.658245	0.664062	0.659068	0.657307	0.662247	0.634535	0.664317	0.655543	0.6533	0.641498	0.661758	0.684114	0.657141	0.659488	0.650956	0.667641	0.663368	0.654877	0.660144	0.657891	0.663126	0.665946	0.660625	0.657068	0.662312	0.650314	0.664299	0.648775	0.650442	0.654757	0.659901	0.658983	0.652025	0.657095	0.659296	0.65378	0.654757	0.682605	0.659854	0.661806	0.655494	0.661771	0.659155	0.66027
PEG3	0.683501	0.690501	0.60226	0.692858	0.680326	0.691567	0.692144	0.689225	0.651655	0.693147	0.524857	0.692911	0.693147	0.625939	0.687831	0.693147	0.672971	0.639106	0.686018	0.693147	0.691085	0.686179	0.602485	0.693147	0.553807	0.693147	0.693147	0.691701	0.532451	0.662113	0.693147	0.692272	0.692608	0.69141	0.66279	0.652572	0.673828	0.658895	0.683484	0.681277	0.526235	0.683345	0.687693	0.686852	0.693147	0.693147	0.691287	0.6737	0.687969	0.614939	0.6844	0.692294	0.61294	0.676975	0.673827	0.671731	0.693147	0.678766	0.693147	0.691411	0.693147	0.683957	0.664013	0.619995	0.594832	0.687237	0.642717	0.581867	0.573646	0.645647	0.693147	0.693147	0.693147	0.683756	0.690733	0.678864	0.692606	0.691923	0.669804
ZKSCAN8	0.656358	0.659778	0.659855	0.664858	0.657514	0.65445	0.66762	0.660401	0.662153	0.658213	0.658154	0.664099	0.661863	0.655711	0.663037	0.663485	0.658114	0.657658	0.660489	0.661893	0.660735	0.663482	0.656424	0.658522	0.666242	0.659841	0.662124	0.665484	0.66101	0.658196	0.66406	0.659289	0.661537	0.66311	0.665059	0.655511	0.661227	0.652122	0.657419	0.655986	0.649865	0.659312	0.660488	0.655931	0.663749	0.661619	0.653835	0.6512	0.65735	0.652065	0.6607	0.661045	0.661802	0.661359	0.657849	0.657609	0.659388	0.660558	0.655024	0.664342	0.655527	0.658757	0.651829	0.661276	0.648553	0.661835	0.647452	0.657007	0.657364	0.653322	0.655165	0.653993	0.683514	0.659257	0.653987	0.661537	0.657884	0.658122	0.664417
ZNF442	0.659359	0.680056	0.624837	0.662329	0.663387	0.655566	0.687518	0.664397	0.642227	0.638285	0.673007	0.672607	0.665749	0.636205	0.662518	0.668893	0.649619	0.654121	0.653237	0.650627	0.666925	0.662567	0.667703	0.693147	0.689569	0.655495	0.663669	0.672364	0.65187	0.670684	0.652019	0.684167	0.671309	0.670476	0.653876	0.63783	0.657937	0.662476	0.671625	0.672442	0.686676	0.672404	0.672976	0.649654	0.638445	0.693147	0.657924	0.652463	0.661871	0.655152	0.655398	0.682804	0.633009	0.662935	0.673801	0.647291	0.691174	0.660381	0.633652	0.665368	0.685366	0.653668	0.668969	0.65213	0.636417	0.673457	0.633004	0.644453	0.641182	0.640073	0.654214	0.623156	0.692077	0.650337	0.662011	0.663536	0.63874	0.661624	0.650659
ZNF813	0.651497	0.654397	0.641469	0.692068	0.661914	0.639188	0.669206	0.653262	0.657878	0.650678	0.666919	0.666932	0.667709	0.655141	0.672723	0.673684	0.65889	0.659586	0.651518	0.654003	0.672787	0.669056	0.646942	0.674414	0.642745	0.652646	0.673355	0.683134	0.634091	0.664243	0.668607	0.663819	0.672978	0.665137	0.654633	0.645875	0.663245	0.649758	0.660145	0.665726	0.648027	0.65855	0.666532	0.654417	0.65915	0.667331	0.646652	0.646988	0.648065	0.65294	0.664125	0.674834	0.654399	0.65363	0.652014	0.659818	0.693147	0.659661	0.625926	0.664215	0.652646	0.657726	0.663109	0.63686	0.63783	0.675677	0.655491	0.669152	0.646698	0.65896	0.666312	0.693147	0.693147	0.653161	0.649036	0.670876	0.645148	0.666493	0.668691
HOXC4	0.683518	0.670902	0.654943	0.653436	0.679587	0.66263	0.678716	0.664461	0.654025	0.692083	0.654875	0.677071	0.66165	0.640372	0.673009	0.669211	0.648466	0.664869	0.663301	0.664939	0.65954	0.660899	0.63651	0.663562	0.690697	0.665947	0.63974	0.665608	0.666203	0.664453	0.693147	0.643811	0.673465	0.67942	0.64857	0.66511	0.645355	0.656828	0.651386	0.664029	0.609992	0.639233	0.652932	0.652097	0.693147	0.649397	0.690776	0.680091	0.639326	0.635033	0.655376	0.646628	0.677408	0.672236	0.664777	0.645053	0.64762	0.660428	0.693147	0.668606	0.666647	0.657109	0.691626	0.653617	0.661982	0.654739	0.628605	0.640694	0.646135	0.651302	0.693147	0.653252	0.66078	0.628743	0.665277	0.662995	0.629516	0.66359	0.645147
ZNF26	0.656981	0.658487	0.65454	0.658582	0.659214	0.653271	0.66622	0.656249	0.654804	0.658512	0.655806	0.666373	0.660911	0.657502	0.661607	0.665089	0.657693	0.664291	0.658721	0.662051	0.659777	0.660443	0.655246	0.652965	0.6727	0.649899	0.665767	0.663449	0.661073	0.656615	0.66348	0.666858	0.66099	0.661346	0.659929	0.656029	0.664941	0.647961	0.658975	0.662294	0.654183	0.657169	0.659251	0.661137	0.656812	0.662233	0.659228	0.659396	0.661401	0.653559	0.662131	0.663435	0.656839	0.65577	0.661913	0.660002	0.6577	0.659929	0.660431	0.660036	0.663215	0.658916	0.655978	0.657377	0.64399	0.658236	0.660009	0.6566	0.657966	0.65048	0.662325	0.652996	0.676616	0.658412	0.658913	0.661361	0.658012	0.656858	0.659715
