	AASTR	ABC	ACC	ACRM	ALCLALKN	ALCLALKP	AM	AMKL	AML	AMLGATA2MECOM	AMOL	AMPCA	ARMS	ASTR	ATLL	ATRT	BL	BLCA	BLL	BLLBCRABL1	BLLBCRABL1L	BLLETV6RUNX1	BLLHYPO	BLLKMT2A	BLLTCF3PBX1	BLSC	BNNOS	BPLL	BRCA	BRCNOS	BTMOV	CCOV	CCRCC	CDS	CEAD	CEGCC	CELNOS	CESC	CHOL	CHS	CLLSLL	CMLBCRABL1	COAD	COADREAD	CSCC	DA	DCIS	DDCHS	DDLS	DLBCLNOS	DSTAD	ECAD	EHCH	EMBCA	EMCHS	EOV	EPIS	ERMS	ERT	ES	ESCA	ESCC	ESS	ETPLL	FIBS	FTCL	GB	GBAD	GBC	GCB	GCLC	GEJ	GSARC	HCC	HCCIHCH	HGSOC	HL	HNSC	HPHSC	HSTCL	IDC	IHCH	ILC	LCLC	LIHB	LIPO	LMS	LUAD	LUAS	LUCA	LUMEC	LUSC	LXSC	MACR	MBL	MBN	MCC	MCCE	MCL	MDS	MEL	MFH	MLADS	MNG	MOV	MPNST	MRC	MRT	MSTAD	MTNN	MXOV	MYCF	NBL	NKCLL	NMCHN	NSCLC	NSCLCPD	NUTCL	OCSC	ODG	OMGCT	OOVC	OPHSC	OS	PAAD	PAASC	PANET	PCM	PEL	PLBMESO	PLEMESO	PLSMESO	PNET	PRAD	PRCC	PRSCC	RBL	RCC	READ	RMS	SARCNOS	SCCO	SCLC	SKCM	SMARCA4-UT	SMZL	SNSC	SOC	SS	SSRCC	STAD	STAS	STSC	SYNS	THAP	THFO	THME	THPA	THPD	TLL	TSTAD	TT	UASC	UCCA	UCCC	UCEC	UCS	UCU	ULMS	UM	USARC	VMM	VSC	WDLS	ZFIB	ZFIBBON	ZFIBBRE	ZFIBCOL	ZFIBLUN	ZFIBLYM	ZFIBSKI	ZFIBSOF	ZFIBUPA	ZFIBURT	ZHYPP	ZIMMBR	ZIMMEKC	ZIMMEPCNS	ZIMMEPCP	ZIMMEPCRT	ZIMMLUNG	ZIMMOV
TEAD3	0.672986	0.69018	0.678723	0.675521	0.690502	0.666822	0.692318	0.684278	0.684681	0.691306	0.687337	0.673993	0.673519	0.674675	0.687449	0.682132	0.692209	0.672064	0.689505	0.691223	0.691973	0.686617	0.691182	0.685721	0.686568	0.67442	0.674374	0.692318	0.670599	0.674213	0.671111	0.678171	0.677042	0.67765	0.673473	0.672327	0.686654	0.672262	0.672335	0.674641	0.692877	0.683267	0.67338	0.677458	0.672313	0.676678	0.670463	0.674846	0.673492	0.689175	0.673805	0.682281	0.67355	0.679198	0.675353	0.676406	0.6745	0.673518	0.674819	0.675694	0.673388	0.672353	0.670528	0.691562	0.679242	0.693001	0.674357	0.67513	0.667239	0.690861	0.67598	0.669551	0.672303	0.673218	0.673109	0.673435	0.689659	0.669892	0.671671	0.690103	0.670878	0.673944	0.669617	0.677716	0.670859	0.67779	0.673419	0.673928	0.675051	0.678688	0.671355	0.675491	0.671464	0.671358	0.674987	0.681838	0.672408	0.6722	0.689822	0.687881	0.677982	0.681371	0.691842	0.674833	0.670849	0.674431	0.685127	0.675764	0.679344	0.692226	0.682634	0.692874	0.676184	0.687653	0.674222	0.671936	0.675746	0.677898	0.672423	0.678051	0.673957	0.670985	0.67457	0.672531	0.673503	0.677686	0.67765	0.687578	0.687644	0.673254	0.67359	0.679217	0.681443	0.675365	0.676852	0.673754	0.670047	0.677085	0.675797	0.677738	0.675299	0.676014	0.681218	0.678035	0.675053	0.691008	0.676338	0.675583	0.689771	0.671487	0.673073	0.67653	0.678195	0.673875	0.67425	0.678371	0.682831	0.680312	0.6745	0.688821	0.669104	0.680357	0.67197	0.664709	0.675891	0.675496	0.674106	0.670685	0.674767	0.677287	0.678126	0.680572	0.680842	0.673775	0.666943	0.670065	0.669787	0.666727	0.668767	0.667165	0.670003	0.672463	0.66838	0.670575	0.670206	0.671053	0.668779	0.668475	0.670724	0.671185	0.667832	0.672126
E2F2	0.683434	0.665394	0.672502	0.684693	0.677292	0.676702	0.675388	0.676036	0.675545	0.675436	0.674477	0.682183	0.672483	0.677102	0.664195	0.676348	0.66284	0.678801	0.667155	0.661797	0.659989	0.665022	0.660426	0.664683	0.659623	0.683251	0.669368	0.676006	0.675458	0.6763	0.679528	0.682399	0.683821	0.667634	0.677117	0.678173	0.672873	0.677204	0.681402	0.683399	0.674242	0.672259	0.676909	0.681163	0.683465	0.673812	0.676042	0.673672	0.683795	0.666058	0.679994	0.673268	0.681469	0.681418	0.680633	0.671872	0.682198	0.675852	0.672909	0.668438	0.679346	0.677499	0.676826	0.664863	0.682258	0.672217	0.679474	0.680172	0.685086	0.677976	0.675216	0.682411	0.680748	0.67851	0.68406	0.678051	0.675983	0.680848	0.681051	0.67483	0.67425	0.683247	0.678134	0.675264	0.676761	0.688923	0.681258	0.677498	0.677684	0.66979	0.683908	0.676447	0.679701	0.677821	0.676471	0.668088	0.679978	0.673775	0.669247	0.682504	0.679629	0.678613	0.673711	0.682386	0.679577	0.680976	0.671385	0.675508	0.678279	0.675155	0.680881	0.682567	0.674091	0.67111	0.680931	0.677532	0.6779	0.670011	0.682525	0.679926	0.679362	0.677046	0.681429	0.677121	0.681544	0.67804	0.674541	0.665034	0.66094	0.68451	0.680802	0.684022	0.674661	0.674983	0.677291	0.668027	0.669053	0.684109	0.678515	0.669886	0.681268	0.672322	0.66674	0.676345	0.669573	0.673144	0.668582	0.680383	0.667766	0.673916	0.67711	0.675592	0.67123	0.677171	0.684734	0.680784	0.677413	0.681483	0.69024	0.664096	0.677296	0.687201	0.671063	0.674227	0.679424	0.675401	0.682877	0.677971	0.675558	0.681575	0.674202	0.683505	0.687996	0.675054	0.678641	0.687339	0.687855	0.687471	0.686038	0.687056	0.68699	0.687037	0.683021	0.684785	0.677243	0.683122	0.681454	0.688393	0.683629	0.683114	0.683946	0.680957
TFAP2B	0.693147	0.692415	0.693147	0.67646	0.693147	0.692233	0.689574	0.691206	0.691518	0.693147	0.692104	0.692582	0.503388	0.689765	0.689882	0.692289	0.691338	0.689996	0.68002	0.693147	0.693147	0.693147	0.693147	0.693147	0.681017	0.692095	0.693147	0.689574	0.604953	0.683847	0.693147	0.674255	0.690929	0.693147	0.693147	0.693147	0.693147	0.692953	0.693147	0.693147	0.693147	0.685342	0.68773	0.693147	0.693147	0.693147	0.598164	0.691198	0.683258	0.691912	0.69008	0.680284	0.692415	0.691206	0.693147	0.691218	0.693147	0.670588	0.691239	0.541967	0.690214	0.687584	0.693147	0.691198	0.693147	0.693147	0.685519	0.692685	0.693147	0.693147	0.691198	0.693147	0.689604	0.685987	0.693147	0.692057	0.658351	0.670454	0.688093	0.693147	0.639	0.692526	0.553911	0.646952	0.693147	0.679037	0.653288	0.690765	0.692685	0.677137	0.693147	0.691129	0.689642	0.693147	0.689549	0.693147	0.647539	0.693147	0.665185	0.693147	0.65222	0.693147	0.692095	0.68345	0.689374	0.685926	0.693147	0.691977	0.693147	0.692415	0.693147	0.693147	0.531371	0.693147	0.693147	0.691589	0.693147	0.693147	0.692212	0.691787	0.685331	0.693147	0.681607	0.690127	0.691621	0.693147	0.685331	0.689513	0.693147	0.684861	0.687356	0.693147	0.580978	0.688707	0.693147	0.660252	0.692095	0.691681	0.689091	0.693147	0.686672	0.691787	0.641343	0.685857	0.690231	0.693147	0.693147	0.692173	0.693147	0.692095	0.688212	0.693147	0.689574	0.67859	0.692585	0.692289	0.50461	0.693147	0.570224	0.690911	0.688918	0.679312	0.689589	0.69065	0.693147	0.685938	0.691223	0.693147	0.691206	0.693147	0.693147	0.693147	0.693147	0.688611	0.689574	0.681997	0.689853	0.690666	0.691796	0.692415	0.690522	0.692095	0.693147	0.685331	0.693147	0.693147	0.66939	0.693147	0.693147	0.693147	0.693147	0.693147
TFAP2D	0.666872	0.693147	0.693147	0.691108	0.693147	0.693147	0.693147	0.693147	0.692822	0.693147	0.693147	0.693147	0.693147	0.67441	0.685587	0.693147	0.693147	0.693147	0.693147	0.671218	0.693147	0.693147	0.693147	0.693147	0.693147	0.693147	0.693147	0.693147	0.690901	0.643289	0.693147	0.693147	0.693147	0.693147	0.693147	0.693147	0.693147	0.693147	0.693147	0.686295	0.693147	0.690016	0.692969	0.693147	0.693147	0.693147	0.693147	0.693147	0.693147	0.692721	0.693147	0.693147	0.693147	0.658956	0.693147	0.693147	0.693147	0.693147	0.693147	0.689953	0.693147	0.680644	0.693147	0.693147	0.693147	0.693147	0.691987	0.693147	0.693147	0.693147	0.693147	0.693147	0.693147	0.690157	0.693147	0.693147	0.681374	0.6786	0.693147	0.693147	0.693147	0.68634	0.693147	0.617047	0.686324	0.693147	0.688324	0.654951	0.635785	0.693147	0.693147	0.665792	0.691474	0.693147	0.688665	0.693147	0.648881	0.693147	0.693147	0.693147	0.691922	0.693147	0.693147	0.693147	0.693147	0.644844	0.693147	0.686369	0.693147	0.693147	0.693147	0.693147	0.629895	0.693147	0.693147	0.688365	0.693147	0.693147	0.693147	0.693147	0.693147	0.693147	0.693147	0.687489	0.691763	0.693147	0.218763	0.691734	0.693147	0.693147	0.693147	0.680798	0.693147	0.658944	0.693147	0.604747	0.599328	0.693147	0.693147	0.693147	0.693147	0.693147	0.637241	0.693147	0.685296	0.693147	0.693147	0.693147	0.65135	0.693147	0.69279	0.693147	0.693147	0.693147	0.693147	0.693147	0.501891	0.693147	0.693147	0.692319	0.688386	0.693147	0.693147	0.693147	0.693147	0.693147	0.693147	0.693147	0.693147	0.693147	0.693147	0.693147	0.693147	0.693147	0.693147	0.692156	0.687392	0.693147	0.693147	0.693147	0.693147	0.693147	0.693147	0.693147	0.693147	0.693147	0.693147	0.693147	0.693147	0.693147	0.693147	0.693147
NFIX	0.664001	0.68653	0.678854	0.674755	0.687045	0.686558	0.672516	0.670867	0.678635	0.679855	0.681839	0.675045	0.674513	0.666747	0.685188	0.680669	0.691284	0.678576	0.681559	0.675461	0.669915	0.674139	0.671434	0.679916	0.670066	0.679885	0.672938	0.681579	0.679178	0.664882	0.678997	0.685553	0.676906	0.669785	0.683915	0.682762	0.676523	0.678198	0.684293	0.666005	0.686922	0.676591	0.675911	0.679583	0.679499	0.678165	0.674861	0.66642	0.670131	0.687451	0.678	0.680613	0.681168	0.69062	0.673134	0.674265	0.677605	0.673888	0.676575	0.672226	0.679729	0.679339	0.669638	0.677955	0.672077	0.692404	0.667887	0.677371	0.678617	0.691788	0.677494	0.677955	0.668895	0.674948	0.678382	0.675979	0.677868	0.675261	0.679283	0.692795	0.673714	0.677916	0.683495	0.678066	0.683396	0.677455	0.670028	0.681599	0.679443	0.692052	0.678299	0.678304	0.676746	0.676345	0.6782	0.691083	0.67396	0.678106	0.682105	0.673108	0.672932	0.672362	0.677919	0.671513	0.675962	0.671671	0.682361	0.67153	0.6743	0.690156	0.67152	0.692052	0.681414	0.692903	0.677301	0.682627	0.675597	0.67266	0.679505	0.669033	0.692902	0.674627	0.682314	0.668726	0.678606	0.680387	0.686889	0.687467	0.688959	0.670416	0.671272	0.668711	0.674291	0.664464	0.676599	0.67245	0.68563	0.675292	0.677751	0.676638	0.669186	0.675537	0.676089	0.673916	0.672347	0.692746	0.68576	0.675626	0.6885	0.672387	0.675644	0.670016	0.675778	0.671293	0.673323	0.673624	0.680797	0.678649	0.671055	0.681474	0.673561	0.691968	0.675257	0.691832	0.688369	0.677191	0.676182	0.675158	0.673207	0.675807	0.671507	0.682879	0.687913	0.667731	0.664264	0.665563	0.665708	0.667339	0.667398	0.665493	0.665085	0.663374	0.668329	0.684315	0.675666	0.673843	0.671653	0.667202	0.680885	0.668213	0.688116	0.671599
PAX7	0.693147	0.69127	0.691264	0.692602	0.693147	0.692005	0.693147	0.692131	0.692587	0.68825	0.691837	0.691289	0.604545	0.656524	0.691271	0.689424	0.692207	0.680074	0.692602	0.681987	0.693147	0.690477	0.693147	0.693147	0.692131	0.690477	0.693147	0.693147	0.668603	0.688335	0.693147	0.691291	0.691473	0.686889	0.693147	0.693147	0.693147	0.656965	0.693147	0.677659	0.693147	0.69275	0.686998	0.693147	0.691962	0.68825	0.690315	0.686889	0.693147	0.692023	0.692265	0.692441	0.681161	0.678742	0.693147	0.685195	0.689695	0.542481	0.68811	0.466451	0.662	0.624057	0.693147	0.693147	0.693147	0.693147	0.679695	0.681317	0.68825	0.692441	0.693147	0.689695	0.691273	0.676137	0.693147	0.691923	0.692535	0.692602	0.690735	0.693147	0.660366	0.690204	0.687683	0.684749	0.693147	0.693147	0.693147	0.680239	0.683611	0.693147	0.652485	0.677495	0.681424	0.693147	0.68437	0.693147	0.678663	0.693147	0.692444	0.693147	0.687461	0.693147	0.693147	0.690089	0.691842	0.691837	0.693147	0.69037	0.693147	0.693147	0.693147	0.693147	0.657518	0.693147	0.693147	0.687362	0.693147	0.693147	0.674089	0.689709	0.693147	0.549337	0.693147	0.658249	0.65213	0.607261	0.693147	0.692317	0.693147	0.663013	0.691655	0.693147	0.594232	0.692319	0.691273	0.691264	0.686309	0.691954	0.688339	0.691264	0.689695	0.692441	0.683612	0.690476	0.693147	0.693147	0.671879	0.67354	0.693147	0.691273	0.682599	0.693147	0.693147	0.573262	0.692364	0.691284	0.434315	0.693147	0.693147	0.689768	0.689273	0.693147	0.69184	0.693147	0.693147	0.692701	0.688997	0.692131	0.692131	0.692909	0.693147	0.693147	0.691264	0.693147	0.693147	0.676965	0.693147	0.693147	0.691557	0.69184	0.693147	0.689702	0.693147	0.693147	0.693147	0.689695	0.692131	0.693147	0.693147	0.693147	0.693147	0.693147
MLXIPL	0.690593	0.6914	0.669923	0.690286	0.691813	0.691454	0.692776	0.674274	0.682662	0.688825	0.67683	0.672752	0.689149	0.68252	0.692091	0.674771	0.692308	0.676197	0.69282	0.693147	0.692165	0.692614	0.69295	0.692549	0.692245	0.686093	0.67626	0.692457	0.668758	0.686641	0.672518	0.669682	0.68507	0.670372	0.67139	0.681899	0.693147	0.671318	0.683619	0.692159	0.692389	0.672762	0.649594	0.644428	0.686326	0.665653	0.66767	0.682933	0.689819	0.691943	0.651925	0.681401	0.66075	0.66362	0.666717	0.66714	0.689457	0.673629	0.676813	0.667818	0.672499	0.659693	0.685096	0.693147	0.693147	0.693147	0.686436	0.675941	0.680933	0.691572	0.674973	0.654522	0.691604	0.6614	0.640821	0.673309	0.690279	0.680837	0.674179	0.693147	0.666725	0.670152	0.669679	0.666597	0.629309	0.692259	0.691798	0.66888	0.680747	0.664175	0.684788	0.675948	0.6669	0.65163	0.67023	0.690066	0.679275	0.659722	0.692095	0.661192	0.687646	0.691508	0.692464	0.690285	0.664545	0.679204	0.689457	0.669046	0.676175	0.68462	0.690356	0.693147	0.688312	0.692776	0.660075	0.668566	0.67732	0.667211	0.678229	0.685778	0.689032	0.646821	0.684192	0.681367	0.669656	0.659399	0.666111	0.691019	0.692776	0.689856	0.689399	0.690593	0.670616	0.670725	0.678566	0.669065	0.651029	0.680042	0.650243	0.669703	0.691603	0.675157	0.662224	0.68914	0.666406	0.693147	0.680359	0.674073	0.690593	0.648109	0.657519	0.664933	0.631348	0.671924	0.68697	0.68853	0.685253	0.68623	0.680359	0.690658	0.652795	0.665369	0.652678	0.690805	0.685896	0.660241	0.682836	0.68174	0.679215	0.687431	0.675271	0.692776	0.682024	0.692177	0.672987	0.692429	0.692621	0.6914	0.691664	0.69267	0.692874	0.68774	0.692776	0.692776	0.661771	0.6548	0.691754	0.691603	0.666967	0.693147	0.675512	0.662149
ETV7	0.689235	0.691233	0.68899	0.681216	0.648981	0.679199	0.693147	0.676311	0.687455	0.688749	0.681172	0.670054	0.687011	0.679704	0.691313	0.687633	0.691125	0.673364	0.682245	0.673749	0.660392	0.658305	0.671554	0.670322	0.666038	0.66575	0.688749	0.687173	0.677112	0.68708	0.669606	0.682001	0.67822	0.69082	0.661888	0.652762	0.679835	0.664079	0.687388	0.678301	0.682688	0.68597	0.667361	0.67905	0.661044	0.693147	0.668131	0.687173	0.682514	0.687916	0.674798	0.681513	0.666654	0.681496	0.693147	0.687589	0.674897	0.683893	0.688085	0.688692	0.672325	0.674406	0.655019	0.69054	0.691108	0.648543	0.679129	0.67212	0.658359	0.684753	0.691	0.667336	0.662025	0.683095	0.693147	0.680144	0.655336	0.682505	0.672766	0.692368	0.678158	0.674889	0.683849	0.679789	0.692369	0.670531	0.691026	0.678141	0.6683	0.688052	0.667842	0.676845	0.66207	0.673781	0.689027	0.674117	0.67942	0.667907	0.688415	0.685946	0.685861	0.689936	0.692369	0.682645	0.676666	0.681107	0.692368	0.685879	0.691712	0.668617	0.686961	0.621946	0.690113	0.692033	0.675299	0.676242	0.664544	0.632285	0.663963	0.681343	0.687827	0.684451	0.666606	0.681868	0.670845	0.667769	0.677124	0.689829	0.692368	0.674929	0.675112	0.677585	0.688366	0.684058	0.671956	0.640647	0.686642	0.673577	0.666974	0.692032	0.684451	0.689451	0.670432	0.687224	0.684898	0.691417	0.687827	0.678227	0.678424	0.658116	0.67102	0.668167	0.688986	0.682515	0.680664	0.68491	0.663144	0.69082	0.673293	0.68795	0.658072	0.68974	0.675562	0.675995	0.693147	0.682492	0.680232	0.662389	0.685511	0.689287	0.693147	0.693147	0.66177	0.677894	0.687173	0.676802	0.676767	0.667618	0.686504	0.676498	0.67949	0.689619	0.691108	0.659116	0.643242	0.65934	0.670987	0.674603	0.671202	0.69194	0.658787	0.681978
ZNF207	0.67692	0.676133	0.677136	0.676485	0.676641	0.676921	0.677488	0.675571	0.676829	0.675725	0.676877	0.675731	0.676451	0.676614	0.676809	0.67684	0.676382	0.676513	0.676879	0.675736	0.67602	0.676408	0.676491	0.677018	0.676008	0.677548	0.675507	0.676826	0.677637	0.677726	0.676298	0.677681	0.6774	0.67626	0.677318	0.677528	0.676151	0.6772	0.676603	0.676397	0.677651	0.676381	0.676792	0.678762	0.677212	0.676054	0.677756	0.676703	0.677017	0.676659	0.677751	0.677293	0.676847	0.677457	0.67697	0.676303	0.676448	0.676613	0.676472	0.676247	0.676977	0.677135	0.675633	0.675601	0.675686	0.678051	0.676503	0.676872	0.677741	0.677061	0.676349	0.676836	0.676453	0.676859	0.675942	0.6774	0.676319	0.677109	0.677716	0.676704	0.677242	0.676752	0.678248	0.676786	0.677703	0.678947	0.677178	0.67675	0.677329	0.675913	0.676783	0.676526	0.676759	0.67679	0.675997	0.677756	0.676691	0.677396	0.676722	0.678792	0.676774	0.677041	0.675719	0.676185	0.676807	0.676745	0.676033	0.676517	0.677017	0.675469	0.676771	0.675992	0.676632	0.679017	0.67813	0.677257	0.677793	0.676181	0.677903	0.676728	0.676103	0.67658	0.676747	0.676591	0.676877	0.677429	0.676233	0.676716	0.67604	0.675639	0.676476	0.676234	0.676877	0.67673	0.67646	0.676097	0.676934	0.67778	0.677328	0.676329	0.677312	0.676396	0.676121	0.676806	0.676075	0.676998	0.676555	0.677552	0.675464	0.676395	0.677079	0.676808	0.67623	0.676671	0.676669	0.677062	0.676868	0.677289	0.676857	0.676577	0.676332	0.678444	0.676595	0.676428	0.676478	0.677199	0.677249	0.676461	0.67734	0.677562	0.67676	0.677464	0.683516	0.676923	0.675635	0.677298	0.677336	0.677518	0.67696	0.676872	0.677134	0.677692	0.676143	0.676595	0.675663	0.677806	0.676446	0.676692	0.677696	0.67696	0.676523	0.676617
ZNF200	0.678716	0.676178	0.675509	0.677353	0.676301	0.675808	0.681847	0.675685	0.675953	0.673281	0.67611	0.678599	0.67604	0.676689	0.675726	0.677354	0.676465	0.6768	0.676118	0.672583	0.674405	0.675703	0.674662	0.675549	0.675394	0.679429	0.675129	0.678648	0.677067	0.677866	0.678739	0.678084	0.678646	0.674377	0.676951	0.675053	0.67646	0.677373	0.676381	0.675529	0.678579	0.676444	0.676691	0.679045	0.676888	0.674383	0.676784	0.676613	0.677975	0.676457	0.678281	0.677042	0.678417	0.676657	0.677902	0.675246	0.676572	0.67576	0.675354	0.676289	0.676722	0.677803	0.675084	0.675244	0.677068	0.679996	0.677212	0.678651	0.676444	0.679303	0.676661	0.674711	0.677566	0.677634	0.673816	0.678452	0.677005	0.676862	0.679075	0.672915	0.677267	0.678411	0.677804	0.676184	0.680882	0.681803	0.676621	0.677109	0.677074	0.676429	0.678095	0.676812	0.67791	0.674608	0.678248	0.67705	0.675709	0.673351	0.677749	0.679431	0.676216	0.677338	0.675028	0.677107	0.67679	0.67737	0.677042	0.676616	0.676025	0.676513	0.679304	0.675116	0.675935	0.677758	0.679304	0.677118	0.674513	0.677862	0.67885	0.678491	0.674019	0.67372	0.677466	0.67731	0.678059	0.677888	0.678085	0.675934	0.673523	0.675585	0.676626	0.675604	0.677622	0.677136	0.675176	0.675462	0.673775	0.678503	0.676526	0.674322	0.680373	0.673813	0.674954	0.676901	0.675634	0.675707	0.673248	0.677911	0.675779	0.67528	0.677326	0.674972	0.676183	0.676351	0.679463	0.679812	0.675674	0.672915	0.677541	0.675745	0.675669	0.676703	0.675607	0.673754	0.673811	0.67636	0.677821	0.676493	0.675881	0.677555	0.674795	0.67756	0.687481	0.677121	0.67687	0.679989	0.680212	0.680823	0.679814	0.679743	0.680279	0.678813	0.678831	0.67882	0.671897	0.676998	0.676866	0.678158	0.678336	0.679287	0.67601	0.678085
SCMH1	0.674957	0.674539	0.676887	0.678502	0.678515	0.67602	0.67272	0.680683	0.675119	0.672293	0.674626	0.678224	0.675772	0.674245	0.676056	0.677886	0.674789	0.676635	0.674522	0.670947	0.670404	0.674635	0.673117	0.674187	0.67133	0.680051	0.674106	0.675388	0.676389	0.674496	0.677224	0.678476	0.676761	0.678188	0.682485	0.677863	0.674245	0.678409	0.677807	0.674948	0.676943	0.67723	0.678	0.680831	0.681304	0.675526	0.674975	0.673528	0.677637	0.675474	0.679166	0.674521	0.679612	0.677829	0.677761	0.676136	0.67795	0.675982	0.676434	0.675424	0.679057	0.678014	0.676799	0.671851	0.676441	0.692613	0.675367	0.677539	0.678838	0.680406	0.676973	0.675342	0.674813	0.677054	0.677523	0.677383	0.676784	0.677835	0.679026	0.680234	0.676178	0.678892	0.676603	0.675854	0.673678	0.68073	0.675344	0.677057	0.675325	0.673949	0.679543	0.676797	0.678743	0.675879	0.67541	0.675086	0.677166	0.680863	0.676281	0.674333	0.67722	0.67696	0.692315	0.676121	0.677345	0.676987	0.676359	0.67538	0.678296	0.679665	0.677166	0.681216	0.675524	0.678798	0.676698	0.677897	0.675126	0.675071	0.680036	0.676297	0.678106	0.676604	0.681407	0.67585	0.678684	0.677198	0.674307	0.676027	0.67367	0.677201	0.676739	0.677235	0.679669	0.672926	0.677741	0.671516	0.673172	0.677011	0.679218	0.675892	0.675985	0.67781	0.672832	0.67697	0.673771	0.677432	0.676831	0.677992	0.678431	0.677134	0.677878	0.677985	0.674112	0.677346	0.677382	0.67596	0.674302	0.675361	0.674706	0.674125	0.677083	0.681307	0.676281	0.680622	0.678099	0.677226	0.678723	0.676815	0.677389	0.678785	0.677121	0.678862	0.682526	0.67571	0.67381	0.676356	0.677224	0.677354	0.676822	0.677207	0.677548	0.677517	0.676534	0.678484	0.678612	0.676084	0.676475	0.675777	0.678122	0.676772	0.677467	0.674874
HIVEP2	0.674395	0.676539	0.673015	0.675367	0.681706	0.671066	0.681964	0.677697	0.682348	0.686906	0.683063	0.672815	0.680363	0.675172	0.67717	0.684029	0.673058	0.67475	0.673568	0.667473	0.668673	0.671562	0.664429	0.669747	0.670418	0.677561	0.673576	0.671696	0.677418	0.671984	0.67889	0.678952	0.676284	0.691546	0.683285	0.675068	0.687919	0.679046	0.680424	0.66834	0.677686	0.676696	0.679649	0.690086	0.678628	0.678803	0.68017	0.671764	0.673218	0.67634	0.683268	0.682035	0.679773	0.685213	0.668351	0.686326	0.678256	0.674721	0.684617	0.688157	0.677568	0.677247	0.674376	0.666671	0.674304	0.683124	0.675472	0.678167	0.677109	0.681876	0.675718	0.676255	0.676462	0.675752	0.678114	0.67704	0.680961	0.676002	0.677965	0.673463	0.67835	0.676682	0.679749	0.676481	0.683276	0.674611	0.67259	0.675433	0.676263	0.679049	0.671739	0.677091	0.673582	0.680527	0.684463	0.6747	0.675564	0.671628	0.673443	0.67519	0.677184	0.677919	0.682243	0.677838	0.677089	0.674178	0.692699	0.684845	0.67297	0.681082	0.669289	0.675962	0.677112	0.679543	0.691974	0.677193	0.675669	0.677644	0.677066	0.675301	0.68552	0.679014	0.678098	0.677169	0.677122	0.678838	0.673266	0.676757	0.675927	0.674427	0.678126	0.669289	0.691548	0.675484	0.674345	0.670229	0.692007	0.676283	0.680877	0.677822	0.672213	0.684078	0.67926	0.676625	0.675965	0.676168	0.679922	0.677917	0.671308	0.679038	0.679111	0.668932	0.682011	0.678407	0.675802	0.677105	0.672532	0.672408	0.670865	0.673712	0.674068	0.686252	0.674012	0.685244	0.66771	0.677467	0.677144	0.67232	0.680338	0.68116	0.680894	0.676817	0.685741	0.673574	0.668058	0.67332	0.672379	0.672756	0.675025	0.672795	0.673125	0.674548	0.674928	0.671757	0.671389	0.670059	0.675722	0.672853	0.674258	0.677736	0.675304	0.675581
AKAP8L	0.677548	0.675789	0.677229	0.677448	0.677418	0.675218	0.676254	0.674611	0.675966	0.67573	0.676399	0.677178	0.677294	0.676405	0.675425	0.678202	0.676081	0.677303	0.676236	0.675524	0.674891	0.67536	0.674918	0.676239	0.675265	0.678892	0.675341	0.676108	0.676631	0.676134	0.67747	0.677986	0.678304	0.677556	0.678699	0.678623	0.674976	0.677789	0.674551	0.678017	0.676705	0.674947	0.677322	0.681373	0.678038	0.675537	0.676814	0.676822	0.676642	0.675489	0.677446	0.678117	0.678243	0.675467	0.677027	0.675831	0.676845	0.67513	0.675999	0.674932	0.677351	0.677148	0.678432	0.674349	0.677899	0.6781	0.676982	0.677154	0.676954	0.675928	0.676747	0.67748	0.677107	0.676639	0.67727	0.676864	0.67551	0.677637	0.677433	0.679024	0.676376	0.677717	0.67618	0.676785	0.677585	0.678299	0.676501	0.677418	0.676816	0.675128	0.678015	0.677513	0.677403	0.67668	0.676467	0.676694	0.677175	0.678262	0.675646	0.677466	0.677127	0.678221	0.675299	0.67709	0.677782	0.676669	0.678106	0.676917	0.678134	0.676186	0.676916	0.676277	0.676214	0.675412	0.676832	0.677317	0.676654	0.677219	0.677975	0.676864	0.676639	0.678277	0.677819	0.676491	0.67748	0.678552	0.676894	0.676151	0.676197	0.677364	0.676894	0.67891	0.675894	0.676433	0.677312	0.674366	0.676203	0.67767	0.678422	0.676712	0.676422	0.676932	0.675356	0.677477	0.675627	0.677117	0.677098	0.67679	0.676483	0.677545	0.677434	0.676622	0.674251	0.676413	0.676182	0.676292	0.675186	0.67847	0.675687	0.675108	0.676571	0.67706	0.676686	0.6771	0.676054	0.676585	0.677443	0.675959	0.676126	0.677763	0.676707	0.677654	0.681533	0.677297	0.674346	0.678513	0.678773	0.677797	0.678104	0.677844	0.678527	0.678636	0.678091	0.679078	0.676332	0.674946	0.677105	0.675018	0.676093	0.677119	0.675258	0.67569
