	Adrenal Gland	Ampulla of Vater	Biliary Tract	Bladder/Urinary Tract	Bone	Bowel	Breast	CNS/Brain	Cervix	Esophagus/Stomach	Eye	Fibroblast	Head and Neck	Kidney	Liver	Lung	Lymphoid	Myeloid	Ovary/Fallopian Tube	Pancreas	Peripheral Nervous System	Pleura	Prostate	Skin	Soft Tissue	Testis	Thyroid	Uterus	Vulva/Vagina
MNT	0.621631	0.620201	0.622555	0.613469	0.614364	0.615872	0.615394	0.614063	0.625385	0.615525	0.621727	0.612604	0.622122	0.612724	0.614085	0.60861	0.615369	0.614742	0.620708	0.618284	0.611315	0.617656	0.611092	0.614612	0.617151	0.630955	0.613734	0.614996	0.641124
ZXDC	0.634536	0.617412	0.622741	0.612338	0.611979	0.611401	0.61338	0.615828	0.619507	0.611342	0.628631	0.620848	0.617642	0.621198	0.615412	0.607947	0.615031	0.608172	0.61626	0.615491	0.619015	0.618791	0.611064	0.613158	0.624408	0.621275	0.617113	0.615344	0.634889
TCF3	0.616005	0.62348	0.623506	0.615427	0.610537	0.613634	0.615502	0.614706	0.624591	0.615693	0.626854	0.619764	0.623929	0.616005	0.613895	0.61263	0.59903	0.609875	0.617091	0.619791	0.61171	0.616097	0.620549	0.624018	0.614997	0.617225	0.618021	0.614079	0.64442
MBD3	0.614123	0.626821	0.621532	0.612667	0.612196	0.617061	0.61762	0.608722	0.621932	0.616719	0.623801	0.609177	0.623508	0.614157	0.611921	0.609562	0.610546	0.610578	0.618412	0.61893	0.616625	0.619339	0.612512	0.618333	0.615398	0.63135	0.615714	0.61366	0.651126
SREBF1	0.621847	0.615191	0.61546	0.615623	0.618884	0.614743	0.610218	0.616271	0.613151	0.612621	0.620239	0.629785	0.612618	0.620698	0.615179	0.616177	0.617565	0.615674	0.620942	0.61374	0.627614	0.616713	0.606847	0.618195	0.618189	0.628237	0.621009	0.616451	0.62098
NFATC3	0.616643	0.622415	0.626106	0.613041	0.609066	0.617333	0.619763	0.612968	0.617194	0.615328	0.624232	0.616532	0.62807	0.621608	0.612352	0.609517	0.598046	0.595595	0.621354	0.625425	0.602463	0.612088	0.625181	0.618673	0.612361	0.628591	0.622601	0.616439	0.656639
TP63	0.678249	0.580549	0.614863	0.539286	0.624593	0.655091	0.628693	0.630922	0.552092	0.566605	0.683617	0.674317	0.45487	0.679785	0.658727	0.613643	0.586579	0.664345	0.660083	0.614596	0.671082	0.683148	0.544797	0.636097	0.669261	0.688679	0.675008	0.642113	0.565085
TBX21	0.438981	0.675437	0.680439	0.670509	0.622722	0.680519	0.675453	0.656042	0.672681	0.662309	0.652254	0.681931	0.671318	0.679846	0.66899	0.620412	0.2969	0.556065	0.655569	0.66683	0.655717	0.680613	0.652244	0.655441	0.63506	0.618118	0.59923	0.611407	0.693147
GLI2	0.606173	0.59054	0.642322	0.640387	0.574848	0.647799	0.667488	0.600009	0.634767	0.62025	0.626778	0.546416	0.645284	0.611707	0.600373	0.628565	0.6837	0.658779	0.613131	0.632512	0.575205	0.580658	0.679142	0.613494	0.599082	0.56545	0.632549	0.613209	0.660328
TEAD2	0.590241	0.62824	0.62291	0.623936	0.588871	0.630642	0.605578	0.603163	0.612396	0.621649	0.60223	0.608573	0.620035	0.622268	0.599708	0.622032	0.678367	0.674824	0.604585	0.636354	0.620543	0.624217	0.626719	0.613991	0.594971	0.598363	0.618601	0.604356	0.642464
ZNF532	0.622763	0.610987	0.621516	0.620764	0.59389	0.642049	0.624192	0.60514	0.622966	0.622494	0.605173	0.598452	0.621224	0.61721	0.612824	0.605559	0.643867	0.669584	0.615343	0.624627	0.596106	0.622919	0.610065	0.615745	0.618825	0.600311	0.606236	0.62021	0.635571
ZNF37A	0.600416	0.626517	0.624761	0.620772	0.610173	0.619402	0.62114	0.616711	0.6208	0.621734	0.6157	0.615536	0.63291	0.609122	0.615922	0.616413	0.610078	0.610408	0.615493	0.626171	0.607822	0.604139	0.608125	0.621322	0.611396	0.637991	0.618713	0.61527	0.63996
FOSL2	0.635344	0.606105	0.608354	0.602547	0.629629	0.616214	0.616236	0.606228	0.607001	0.609641	0.631748	0.601907	0.609715	0.601575	0.610969	0.612008	0.653458	0.623234	0.607166	0.613092	0.628703	0.60159	0.621725	0.625027	0.617476	0.659527	0.606595	0.608872	0.655904
PAX2	0.388755	0.691855	0.655366	0.626296	0.642322	0.654818	0.622078	0.63857	0.66208	0.657847	0.688453	0.688537	0.684317	0.445478	0.625824	0.639997	0.666935	0.682506	0.577743	0.648146	0.643261	0.631431	0.67513	0.658062	0.536952	0.671729	0.679801	0.520147	0.673594
BAZ2A	0.614811	0.614689	0.622562	0.614704	0.614924	0.61477	0.616011	0.618902	0.623264	0.616445	0.623489	0.620438	0.621256	0.618136	0.612398	0.611937	0.611555	0.616005	0.617269	0.616023	0.61326	0.61671	0.61636	0.617088	0.619843	0.618812	0.616425	0.615815	0.636819
RARB	0.582606	0.59552	0.603409	0.624853	0.618278	0.659239	0.640982	0.567588	0.659609	0.62486	0.529555	0.593701	0.645502	0.633763	0.58645	0.621667	0.672682	0.67013	0.638405	0.637708	0.587697	0.587186	0.622865	0.58684	0.613573	0.664443	0.625249	0.636344	0.658813
NFKB2	0.596844	0.613316	0.617021	0.61387	0.632019	0.622825	0.619333	0.621588	0.61765	0.618632	0.623658	0.622064	0.617023	0.610991	0.614592	0.619647	0.605762	0.624882	0.612516	0.613052	0.64035	0.610054	0.616738	0.621318	0.621551	0.617448	0.612864	0.610383	0.625525
HOXA9	0.679205	0.641226	0.654336	0.567807	0.603431	0.540892	0.643802	0.652383	0.55956	0.603493	0.687897	0.584549	0.623147	0.544922	0.648908	0.611522	0.658788	0.575638	0.61564	0.637587	0.656612	0.652902	0.552383	0.662763	0.607085	0.691182	0.663641	0.588028	0.635615
TP73	0.607859	0.611782	0.62614	0.597103	0.60654	0.595876	0.602049	0.617562	0.58095	0.59835	0.643174	0.68379	0.584343	0.650179	0.610235	0.569324	0.603249	0.624912	0.634197	0.602102	0.630931	0.657703	0.610063	0.636668	0.610639	0.668014	0.644531	0.599735	0.653492
SP140	0.66911	0.616605	0.628978	0.613386	0.630713	0.642394	0.647461	0.603311	0.652033	0.633208	0.613328	0.62418	0.615299	0.570434	0.576358	0.625228	0.484492	0.605351	0.63472	0.611444	0.64901	0.611337	0.638562	0.619821	0.62183	0.666361	0.593602	0.624667	0.672145
CIC	0.620695	0.620724	0.62258	0.616303	0.609253	0.623067	0.617165	0.609812	0.617398	0.617255	0.620985	0.612592	0.622892	0.613811	0.608514	0.610322	0.611736	0.612813	0.614771	0.621306	0.612554	0.618128	0.621083	0.616828	0.614289	0.637016	0.614045	0.614643	0.640089
RFX3	0.600015	0.613176	0.627499	0.620125	0.615057	0.612	0.628666	0.61123	0.627564	0.616367	0.61327	0.649794	0.634204	0.624406	0.630614	0.602464	0.597278	0.605729	0.618954	0.623263	0.585089	0.628607	0.61477	0.61997	0.618831	0.599515	0.613758	0.612714	0.660155
SRCAP	0.628826	0.614512	0.631793	0.606425	0.608855	0.61302	0.613002	0.612143	0.633477	0.613094	0.62944	0.605185	0.628391	0.61761	0.605875	0.602438	0.605229	0.607899	0.616677	0.617364	0.611426	0.614811	0.618284	0.615018	0.61804	0.64234	0.612359	0.612981	0.664812
TCF7	0.623273	0.591414	0.624188	0.626842	0.616164	0.581186	0.631879	0.597508	0.625969	0.608405	0.606561	0.601176	0.628981	0.623413	0.601245	0.620673	0.614314	0.657774	0.618505	0.616786	0.617516	0.638543	0.630485	0.623039	0.619811	0.604771	0.618504	0.615943	0.640713
MEF2C	0.680373	0.633899	0.630307	0.645389	0.593815	0.621674	0.644714	0.586126	0.676208	0.645909	0.576878	0.59019	0.657333	0.640946	0.622127	0.619155	0.522788	0.525422	0.628904	0.622661	0.635605	0.650101	0.644113	0.557617	0.590052	0.662369	0.6137	0.661372	0.63846
ZNF510	0.609129	0.617286	0.626296	0.617556	0.604694	0.621876	0.622227	0.610968	0.613032	0.619113	0.617019	0.622572	0.622026	0.624534	0.623533	0.612441	0.612875	0.621318	0.622883	0.622428	0.600116	0.612889	0.613706	0.621219	0.609471	0.621573	0.618208	0.617861	0.633528
ZNF506	0.679915	0.632655	0.615554	0.615027	0.617598	0.61077	0.613786	0.608034	0.651917	0.616655	0.63154	0.60721	0.638801	0.622659	0.620014	0.610933	0.604005	0.614588	0.621213	0.613322	0.587254	0.600824	0.60934	0.618302	0.61019	0.59954	0.608633	0.629482	0.620979
PGR	0.693147	0.687368	0.685634	0.645458	0.638353	0.682566	0.346792	0.626006	0.630222	0.645012	0.641118	0.544077	0.660053	0.641957	0.650093	0.591841	0.66016	0.624963	0.634743	0.681923	0.666338	0.558459	0.652116	0.656042	0.60417	0.551433	0.586528	0.656129	0.693147
NFE2L1	0.622318	0.614757	0.61908	0.617992	0.618033	0.62145	0.620601	0.612658	0.621517	0.617886	0.61609	0.607676	0.615578	0.614239	0.615772	0.615352	0.620405	0.624883	0.617961	0.618725	0.616863	0.611231	0.61564	0.613332	0.615649	0.621885	0.613191	0.617019	0.632827
GRHL2	0.68921	0.562823	0.5675	0.552831	0.688432	0.548425	0.535784	0.68286	0.587203	0.550401	0.692939	0.685552	0.539046	0.683594	0.661318	0.586786	0.68668	0.686725	0.614318	0.554292	0.688281	0.686203	0.520192	0.667953	0.686387	0.671066	0.68022	0.610957	0.631539
ZNF324	0.627788	0.625882	0.624186	0.613965	0.612183	0.614436	0.608169	0.61058	0.614226	0.615941	0.621104	0.616712	0.622704	0.625584	0.611679	0.605985	0.607225	0.608187	0.617319	0.619474	0.607872	0.619711	0.607686	0.614065	0.616573	0.641415	0.616389	0.610416	0.660644
ZNF671	0.558775	0.661872	0.64138	0.658328	0.604616	0.668812	0.637729	0.59145	0.665698	0.653121	0.598877	0.57922	0.674089	0.629868	0.638228	0.613376	0.558878	0.56197	0.633843	0.643031	0.603221	0.604386	0.600091	0.619328	0.596926	0.570602	0.625717	0.648333	0.650312
ZNF416	0.616361	0.626593	0.614656	0.620804	0.610316	0.624954	0.621252	0.613634	0.609562	0.620908	0.613956	0.623377	0.625095	0.62531	0.615884	0.614785	0.616656	0.614982	0.620026	0.618925	0.605397	0.606906	0.613171	0.618339	0.609512	0.61331	0.626111	0.615655	0.635766
ZNF586	0.626923	0.630328	0.619438	0.61418	0.611917	0.624175	0.613964	0.612522	0.62806	0.617139	0.623402	0.624491	0.625051	0.61787	0.618554	0.607908	0.603368	0.607471	0.620349	0.616734	0.607432	0.614828	0.609313	0.617243	0.61394	0.611922	0.617611	0.617094	0.640194
ZNF446	0.6186	0.625217	0.618512	0.615659	0.615774	0.620355	0.611841	0.610974	0.617589	0.616274	0.620398	0.618732	0.622375	0.614701	0.610107	0.610217	0.616381	0.621268	0.616048	0.619222	0.609907	0.616834	0.612988	0.615952	0.616629	0.635942	0.610551	0.616147	0.63676
ZNF264	0.621859	0.65542	0.616999	0.611095	0.615829	0.63926	0.61904	0.610307	0.615885	0.611024	0.63431	0.61164	0.61711	0.613818	0.610265	0.607629	0.615151	0.61231	0.617077	0.614125	0.617767	0.610332	0.609357	0.617815	0.61006	0.620483	0.612641	0.609655	0.639168
REST	0.610106	0.612754	0.618757	0.614976	0.612947	0.619867	0.617538	0.61518	0.61756	0.618115	0.619403	0.614326	0.62475	0.619976	0.61772	0.628883	0.61423	0.611364	0.613825	0.618883	0.62779	0.61577	0.616963	0.620129	0.611461	0.600045	0.62385	0.612109	0.643743
NCOA1	0.605737	0.625417	0.626269	0.618019	0.60958	0.622431	0.617676	0.611011	0.617349	0.617655	0.619292	0.616064	0.631588	0.625048	0.612999	0.607659	0.610216	0.614642	0.621459	0.622952	0.608564	0.615586	0.622739	0.617307	0.601022	0.609794	0.622838	0.61819	0.645215
MYNN	0.611211	0.620665	0.619319	0.615989	0.613822	0.618603	0.615881	0.615678	0.617718	0.61602	0.623967	0.619613	0.617954	0.617634	0.61964	0.613869	0.617439	0.619732	0.615128	0.618999	0.613716	0.613046	0.613414	0.617035	0.618067	0.620946	0.615239	0.618617	0.631137
MECOM	0.656982	0.564894	0.597708	0.578568	0.642083	0.592763	0.633841	0.605836	0.635078	0.59003	0.632888	0.634089	0.603452	0.629601	0.598556	0.61484	0.673804	0.640726	0.588577	0.577663	0.641562	0.625435	0.616734	0.637769	0.630958	0.689124	0.607793	0.605399	0.620631
ZNF213	0.612063	0.622615	0.621944	0.614251	0.614155	0.612876	0.60513	0.612014	0.622797	0.613013	0.63084	0.610152	0.622469	0.618831	0.617218	0.608198	0.613222	0.610215	0.617019	0.62002	0.610713	0.620462	0.614141	0.616907	0.620146	0.63598	0.616334	0.611423	0.649529
NFX1	0.62502	0.616656	0.621411	0.615595	0.614539	0.615461	0.615654	0.613903	0.61594	0.617076	0.617772	0.616313	0.621669	0.61901	0.617378	0.612789	0.609361	0.612783	0.619136	0.620147	0.613534	0.616335	0.614234	0.616395	0.617407	0.624006	0.617455	0.616836	0.637007
TFAP2C	0.680565	0.621687	0.612106	0.592327	0.653135	0.618491	0.547269	0.595572	0.580317	0.612167	0.641078	0.657416	0.575833	0.650291	0.652102	0.604523	0.675639	0.679494	0.621219	0.632369	0.662184	0.628425	0.588063	0.565328	0.637052	0.550709	0.653894	0.61545	0.601103
RFX2	0.597979	0.624288	0.623599	0.609032	0.604488	0.624345	0.619015	0.608155	0.613814	0.608537	0.63248	0.611437	0.615369	0.622129	0.613277	0.606195	0.6218	0.606649	0.614991	0.620856	0.619892	0.60932	0.620732	0.634512	0.619349	0.638252	0.611136	0.612288	0.654496
ZNF343	0.613306	0.630286	0.623568	0.613987	0.612779	0.619146	0.620379	0.613694	0.625725	0.617963	0.62017	0.619151	0.622365	0.61726	0.612843	0.616686	0.616726	0.6188	0.61798	0.625252	0.605125	0.615714	0.611931	0.610748	0.612985	0.632055	0.60869	0.617462	0.618776
EBF4	0.586625	0.646603	0.632066	0.624522	0.61243	0.643064	0.596593	0.604852	0.618781	0.628978	0.635272	0.655269	0.624314	0.609202	0.606109	0.607534	0.643388	0.65429	0.623737	0.6352	0.554515	0.602818	0.598303	0.63543	0.616591	0.613848	0.59423	0.625707	0.611522
KDM2B	0.614808	0.621356	0.628535	0.612832	0.610266	0.614235	0.619001	0.617035	0.620197	0.619709	0.621948	0.624569	0.627422	0.621488	0.614447	0.613934	0.599147	0.602214	0.618779	0.624889	0.606841	0.623202	0.619969	0.619291	0.614209	0.600446	0.62161	0.616094	0.646467
LHX5	0.693147	0.673076	0.604035	0.565253	0.611217	0.608945	0.624033	0.672102	0.499455	0.575821	0.687486	0.68757	0.477171	0.67619	0.661893	0.559173	0.687905	0.677051	0.669152	0.587248	0.664179	0.675665	0.550718	0.669364	0.674267	0.538706	0.67643	0.6449	0.58951
TBX5	0.693147	0.680809	0.686104	0.690298	0.405564	0.670052	0.665175	0.595399	0.691961	0.633214	0.662509	0.381486	0.681251	0.659581	0.627511	0.615824	0.670195	0.653153	0.679772	0.688906	0.565852	0.585068	0.625632	0.661887	0.646873	0.540744	0.632264	0.651548	0.693147
ZNF302	0.618007	0.622395	0.620513	0.62032	0.609863	0.623644	0.618897	0.611652	0.613084	0.616795	0.618656	0.615091	0.627145	0.622104	0.620986	0.610213	0.62197	0.616387	0.618044	0.618532	0.605033	0.609854	0.608435	0.623501	0.612161	0.62006	0.619319	0.621881	0.626676
ZBTB25	0.594757	0.612763	0.618062	0.616316	0.617313	0.618869	0.617735	0.615606	0.61105	0.615049	0.629876	0.624116	0.611406	0.624545	0.626789	0.607958	0.602872	0.624472	0.618467	0.619566	0.616989	0.624158	0.604879	0.623905	0.624771	0.6412	0.608022	0.613444	0.630087
RCOR1	0.597167	0.613314	0.619782	0.614958	0.604194	0.616488	0.616547	0.618963	0.613144	0.613634	0.624121	0.622329	0.617511	0.62907	0.619948	0.610425	0.620555	0.60861	0.61703	0.614201	0.617387	0.621236	0.615732	0.624388	0.619066	0.625265	0.617815	0.616809	0.643901
TFAP4	0.620477	0.620191	0.623321	0.614452	0.612846	0.605476	0.617454	0.621658	0.622303	0.612782	0.625565	0.641871	0.620052	0.619065	0.615398	0.608763	0.604858	0.60312	0.617892	0.616829	0.607482	0.618015	0.613286	0.615764	0.618426	0.621836	0.616831	0.611547	0.64769
ZNF268	0.601965	0.61927	0.61643	0.616966	0.61583	0.627942	0.621933	0.616124	0.617154	0.628228	0.610952	0.618858	0.631581	0.618518	0.614427	0.612329	0.630854	0.629021	0.62025	0.618467	0.604772	0.60681	0.621954	0.616014	0.613893	0.60763	0.620487	0.620841	0.613335
POU4F3	0.648152	0.634296	0.607878	0.611295	0.568782	0.624075	0.581105	0.599236	0.617662	0.613434	0.655225	0.650468	0.621346	0.634834	0.625702	0.477344	0.636846	0.642022	0.623742	0.608849	0.643678	0.632599	0.581279	0.628439	0.652118	0.6565	0.642193	0.620954	0.654607
ZFHX4	0.624167	0.652315	0.64839	0.608774	0.539411	0.664078	0.64632	0.568228	0.66867	0.645188	0.594549	0.556098	0.6329	0.592598	0.59584	0.621868	0.675362	0.676051	0.603235	0.670948	0.569238	0.573448	0.626705	0.628146	0.590505	0.654517	0.587029	0.622602	0.683685
ESR1	0.687857	0.667555	0.624916	0.61557	0.6351	0.663707	0.441542	0.641286	0.584325	0.638603	0.65042	0.595286	0.568931	0.648256	0.644324	0.614965	0.580312	0.669485	0.575462	0.664272	0.656224	0.633658	0.575541	0.623242	0.644013	0.67287	0.613904	0.627536	0.605963
CEBPE	0.693147	0.688971	0.654277	0.677215	0.676407	0.681728	0.686572	0.673015	0.631502	0.667324	0.684191	0.670157	0.603632	0.681861	0.677432	0.670251	0.502821	0.1309	0.670247	0.67498	0.687466	0.673172	0.676925	0.678212	0.682166	0.665596	0.672235	0.672636	0.668876
TBX15	0.690361	0.587253	0.655049	0.653169	0.536974	0.672401	0.664226	0.561001	0.65034	0.648858	0.669198	0.520656	0.653949	0.567279	0.578119	0.623123	0.664852	0.663756	0.602354	0.634181	0.632336	0.632341	0.671043	0.640476	0.500288	0.602472	0.591213	0.633736	0.685068
IKZF5	0.622444	0.610523	0.617223	0.617932	0.613432	0.615169	0.618327	0.617997	0.618535	0.617573	0.611473	0.62352	0.623752	0.623576	0.619878	0.615671	0.606047	0.605956	0.622926	0.618699	0.609509	0.617172	0.615241	0.619571	0.614535	0.623143	0.615993	0.619401	0.636377
CREM	0.602895	0.625331	0.620859	0.622158	0.612168	0.626408	0.6191	0.616886	0.617952	0.621468	0.609233	0.616332	0.633367	0.613962	0.615578	0.616582	0.616258	0.627079	0.611433	0.627169	0.616834	0.615012	0.621932	0.607249	0.610389	0.620129	0.610963	0.614332	0.623122
HIVEP1	0.645535	0.615725	0.619126	0.609239	0.616916	0.621092	0.610141	0.610442	0.621652	0.61875	0.623371	0.604625	0.619616	0.610639	0.610791	0.612268	0.608347	0.627597	0.616075	0.61911	0.626526	0.602696	0.610432	0.618604	0.618217	0.622208	0.615934	0.615959	0.643836
CDC5L	0.610818	0.620153	0.620052	0.615884	0.606445	0.620856	0.619197	0.612733	0.616895	0.618206	0.613469	0.620041	0.623248	0.621391	0.615989	0.61401	0.617486	0.615371	0.619219	0.621268	0.608217	0.614283	0.617992	0.615142	0.613536	0.620604	0.61572	0.617628	0.646461
ZNF184	0.592005	0.630776	0.621798	0.617569	0.603112	0.618586	0.616796	0.611526	0.61492	0.619748	0.6103	0.631211	0.633145	0.624547	0.621988	0.613181	0.601973	0.604599	0.621062	0.624059	0.606181	0.619548	0.619266	0.617354	0.609111	0.630295	0.62175	0.619894	0.640182
MZF1	0.621635	0.627892	0.624712	0.612383	0.61837	0.610004	0.608693	0.610459	0.620509	0.612146	0.638442	0.609504	0.627389	0.609365	0.607082	0.603809	0.605676	0.597967	0.614786	0.610896	0.616062	0.620986	0.605501	0.621721	0.627699	0.654373	0.614506	0.613097	0.656239
FBXL19	0.612576	0.617418	0.621394	0.61003	0.614536	0.61795	0.614355	0.615449	0.629512	0.616513	0.621917	0.620259	0.62465	0.612657	0.618221	0.61257	0.611037	0.605551	0.613123	0.617983	0.608579	0.618493	0.619533	0.618964	0.61701	0.628843	0.615318	0.611877	0.647024
PATZ1	0.62102	0.612944	0.618219	0.61642	0.612012	0.615949	0.607784	0.621711	0.61484	0.615161	0.61854	0.632766	0.625471	0.626854	0.613929	0.611395	0.610984	0.609526	0.615386	0.619087	0.604401	0.624684	0.61833	0.618126	0.617117	0.622351	0.619727	0.614333	0.633063
SOX10	0.693147	0.66973	0.686358	0.672307	0.677688	0.671078	0.621734	0.615836	0.686397	0.673538	0.438061	0.665245	0.673908	0.674867	0.672484	0.674647	0.668943	0.671566	0.674355	0.678178	0.643751	0.682537	0.675793	0.296016	0.680794	0.648693	0.679455	0.674972	0.402594
TCF20	0.617358	0.604701	0.62105	0.612379	0.614628	0.60892	0.615261	0.621977	0.616758	0.612258	0.623994	0.628367	0.618928	0.621363	0.614077	0.61101	0.612162	0.615833	0.617848	0.616338	0.615832	0.621534	0.616147	0.617044	0.620066	0.625609	0.61814	0.614831	0.637364
XBP1	0.629209	0.616644	0.61409	0.618244	0.62318	0.615004	0.603683	0.619995	0.618192	0.615179	0.616309	0.615673	0.619799	0.620039	0.614153	0.617682	0.614717	0.609467	0.61955	0.617222	0.621014	0.617925	0.611878	0.616746	0.619894	0.619542	0.616468	0.617786	0.631635
ZBED4	0.618126	0.609032	0.621176	0.614743	0.611254	0.614934	0.615908	0.619838	0.622272	0.617573	0.618599	0.627565	0.627361	0.621848	0.613689	0.610542	0.604675	0.601994	0.620238	0.621272	0.604352	0.624231	0.619566	0.615594	0.616609	0.626841	0.619815	0.614105	0.639463
SIX4	0.592897	0.598908	0.615675	0.600063	0.618907	0.639482	0.605321	0.612018	0.611164	0.612589	0.623481	0.613237	0.609732	0.642841	0.625574	0.599546	0.654165	0.665869	0.606605	0.603712	0.632119	0.619517	0.608413	0.634718	0.603185	0.636954	0.600468	0.603086	0.642363
HIF1A	0.624277	0.611396	0.61035	0.614048	0.618667	0.627278	0.622733	0.60933	0.612246	0.620026	0.615904	0.601832	0.616674	0.626396	0.612838	0.614053	0.627442	0.633304	0.614477	0.618419	0.616104	0.616889	0.614182	0.613421	0.614991	0.627559	0.60724	0.614844	0.636313
YY1	0.608675	0.614777	0.616373	0.616162	0.61618	0.616337	0.616887	0.617713	0.611062	0.616343	0.620333	0.621966	0.618491	0.622954	0.619708	0.614255	0.614789	0.617012	0.615539	0.615696	0.6189	0.61691	0.615831	0.620567	0.617578	0.620572	0.617976	0.616654	0.634139
NFATC4	0.692173	0.615572	0.635375	0.637538	0.575567	0.633066	0.607494	0.60482	0.649472	0.626131	0.599939	0.554236	0.624854	0.642516	0.643683	0.612046	0.614251	0.627315	0.608438	0.63271	0.572314	0.649253	0.61463	0.628788	0.589816	0.595746	0.610169	0.621624	0.642713
VSX1	0.693147	0.55755	0.567007	0.657284	0.652752	0.655126	0.610005	0.528759	0.62788	0.613575	0.691986	0.687211	0.638368	0.598491	0.563635	0.508558	0.620543	0.671627	0.623726	0.53737	0.658633	0.654836	0.672701	0.615453	0.658085	0.682936	0.554177	0.622299	0.693147
MYBL2	0.626524	0.620546	0.625604	0.611671	0.612772	0.61329	0.612112	0.617798	0.615025	0.614823	0.628615	0.63549	0.623575	0.619449	0.606949	0.608658	0.602703	0.611712	0.612769	0.619168	0.610145	0.616292	0.621911	0.619273	0.615632	0.612945	0.622822	0.61037	0.645907
HNF4A	0.687087	0.469425	0.55426	0.648253	0.687335	0.387604	0.673208	0.676502	0.675957	0.495808	0.680924	0.681027	0.674876	0.659118	0.467658	0.635209	0.684976	0.669268	0.640622	0.554437	0.682092	0.680404	0.677126	0.678035	0.675822	0.674008	0.677454	0.647284	0.688446
NFATC2	0.689445	0.603038	0.607325	0.634606	0.648967	0.622959	0.623698	0.61649	0.618468	0.611333	0.666367	0.645169	0.659577	0.633321	0.622296	0.613009	0.536738	0.551623	0.628395	0.599237	0.663059	0.644212	0.648218	0.515627	0.618984	0.654574	0.599884	0.625138	0.604288
